🎮 Starting Super Metroid Tracker (Kotlin Native)
Port: 8082, Poll Interval: 1000ms
🎭 Mock UDP: Mode changed to STATIC
🎭 Mock UDP: Static state set to Norfair
Background poller started with 1000ms interval
📡 Starting background polling loop...
🚀 Background Polling Super Metroid Tracker Server
==================================================
📱 Tracker UI: http://localhost:8082/
📊 API Status: http://localhost:8082/api/status
📈 API Stats:  http://localhost:8082/api/stats
⚡ Background polling: 1000ms intervals
🎯 Architecture: Background UDP + Instant Cache Serving
⏹️  Press Ctrl+C to stop
==================================================
✅ BOOTSTRAP: Save file looks like mid-game, keeping MB cache as-is
✅ Poll #2860 completed in 2ms
✅ Poll #2880 completed in 2ms
✅ Poll #2900 completed in 2ms
✅ Poll #2920 completed in 1ms
✅ Poll #2940 completed in 2ms
✅ Poll #2960 completed in 1ms
✅ Poll #2980 completed in 2ms
✅ Poll #3000 completed in 3ms
✅ Poll #3020 completed in 2ms
✅ Poll #3040 completed in 1ms
✅ Poll #3060 completed in 1ms
✅ Poll #3080 completed in 1ms
✅ Poll #3100 completed in 1ms
✅ Poll #3120 completed in 3ms
✅ Poll #3140 completed in 2ms
✅ Poll #3160 completed in 3ms
✅ Poll #3180 completed in 2ms
✅ Poll #3200 completed in 2ms
✅ Poll #3220 completed in 2ms
✅ Poll #3240 completed in 1ms
✅ Poll #3260 completed in 2ms
✅ Poll #3280 completed in 2ms
✅ Poll #3300 completed in 1ms
✅ Poll #3320 completed in 3ms
✅ Poll #3340 completed in 2ms
✅ Poll #3360 completed in 1ms
✅ Poll #3380 completed in 1ms
✅ Poll #3400 completed in 2ms
✅ Poll #3420 completed in 1ms
✅ Poll #3440 completed in 1ms
✅ Poll #3460 completed in 2ms
✅ Poll #3480 completed in 1ms
✅ Poll #3500 completed in 1ms
✅ Poll #3520 completed in 1ms
✅ Poll #3540 completed in 2ms
✅ Poll #3560 completed in 1ms
✅ Poll #3580 completed in 1ms
✅ Poll #3600 completed in 1ms
✅ Poll #3620 completed in 2ms
✅ Poll #3640 completed in 1ms
✅ Poll #3660 completed in 2ms
✅ Poll #3680 completed in 2ms
✅ Poll #3700 completed in 1ms
✅ Poll #3720 completed in 2ms
✅ Poll #3740 completed in 1ms
✅ Poll #3760 completed in 2ms
✅ Poll #3780 completed in 0ms
✅ Poll #3800 completed in 1ms
